text,sentiment
Vamos a ver un capítulo de #Metastasis espero no enojarme mucho!,Negative
#QueOsoQue llegues temprano a la escuela ?? solo para que no lleguen los otros irresponsables de tus compañeros...,Neutral
@eruviel_avila muestra su miseria cómo político al reventar un evento cómo el #HellAndHeaven. Le duele que otros hagan cosas de impacto.,Neutral
@eruviel_avila aplicó la ley del chicharronero en #Texcoco #HellAndHeaven. No fueran sus  eventos de banda en @Ecatepec. Ahí sí.,Neutral
"""@Paul_Pellon: @ContraloriaInte @pablobedolla @eruviel_avila @DGSCyVial Y siguen los corruptos n @ecatepec https://t.co/hMawTPnrvV",Negative
La seguridad en el @edomex puede esperar ahorita mi prioridad es cancelar el #HellAndHeaven. Att. @eruviel_avila,Negative
"""@Facso: La verdadera historia de la cancelación del #HellAndHeaven http://t.co/OcHSplNTUO"" @eruviel_avila",Negative
La música de @rockunido corre un gran peligro con @eruviel_avila. Hoy ha demostrado que no comulga con la juventud del @edomex.,Neutral
"Ojala que todo lo que uno pensará, soñará o imaginará fuera real.",Neutral
NHL TONIGHT. Final Canucks win 5-4 over Oilers on Wednesday night.,Positive
@LeonelPL obvioo noooo!!!,Negative
"@alaide o antipejistas, de esos hay hartos.",Negative
"México llenó de malinchistas en todos los aspectos, siempre tirando a quien sobresale en un país de cangrejos!",Negative
Chulos y melancólicos atardeceres...,Positive
¿Cómo que existe vida antes de las ocho de la mañana?,Negative
@Desperate_Moon ve a un bar,Positive
Cupcakes for hipsters.,Negative
Puta madre,Negative
A dormir... Por supuesto.,Positive
Si señor yo soy de Rancho.. ??,Neutral
@Hady_Carmesi @dosdecarnitas1 eso no me hace feliz,Positive
@esmerol @dosdecarnitas1 pinche música fea,Negative
Me pone de bueno ver que San Antonio gana,Positive
"¿Bonito? Bonito es que tu novia trabaje contigo :3 

Bienvenida Bebe. TE AMO. http://t.co/vNKJlPLhQ8",Positive
"Una noche ilusionada, tus ojos mire, fue tan grande la mirada que de ti me enamore.",Neutral
@jsmnX gracias!!!,Positive
@viojodevenado tienen necesidades,Neutral
A comer (@ The BIg Burger) http://t.co/axO23R0Erh,Positive
Ayyy,Positive
Tony Parker's three puts Spurs up 83-65 with 9:05 remaining in the 4th! #GoSpursGo http://t.co/yEw7vixQSk,Negative
Cálmate tu muy pinche gringa frijolera...,Negative
A dormir buenas noches a todos,Neutral
@Eely_Aacosta gracias amiga ??????,Positive
Chance y llueva en la noche,Positive
La reforma energética es lo más chingón que nos ha pasado desde que Hernán Cortés vino a invertir a Tenochtitlán.,Negative
#ChampionsLeague ??,Positive
Andan jugando no muy bien,Negative
Pero del odio al amor solo hay un paso,Negative
"Saber amar cada error y cada momento hermoso de tu vida es poder decir, ya puedo partir en paz ??????????",Negative
"iPhone 5C 16gb Movistar, incluye todo menos earphones (por higiene) http://t.co/41h7Db2ro6",Neutral
@rolart097 como dice @huidobropacorro prefiero un rey a un pendejo por el que no vote!,Negative
Se viene #Sui CAMPEÓN! ... NOT!,Positive
Se me antojo un Whiskey maldita sea... ??,Negative
Comprando el desayuno jaja (@ El Rinconcito) https://t.co/JH0z8FpJdb,Neutral
Gisela y yo en el cumple de Lizbeth (@ El Rinconcito w/ 5 others) https://t.co/cZlJa7t4Rk,Neutral
"I'm at El Rinconcito in Ecatepec de Morelos, México https://t.co/UrxzD43xwc",Neutral
Que tristeza que mi felicidad dependa de las cosas materiales y del iPhone 6 :(,Negative
"@eleanorsalc así mero, se las enseño.",Negative
"No eres lo que yo soñe, eres mucho más!!",Positive
VelaNoVa http://t.co/lRejtlSx6j,Positive
"@chechi_100 mi estimada felicitaciones, pasatela increible.Mis mejores deseos y la mejor de las vibras. Bss abrazos. Portar bn
????????????",Positive
Que bonita hubicación. ?,Neutral
NHL: Colorado Avalanche have signed forward Ryan O'Reilly to a two-year contract through 2015-16 season. http://t.co/pH2suXTPJv,Neutral
@Bela_043 qki esta la otra persona blokeada http://t.co/UNeXU44JMJ,Positive
Que partidito tan táctico!,Positive
#PUMAS achicando perfecto el espacio en defensa. Juego atrás sin margen de error.,Negative
Eres una nena @Miguel_layun.,Neutral
En el Consejo Municipal de Seguridad Pública atendemos y cumplimos acuerdos con la ciudadanía. @SecEjecEdoMex http://t.co/WbjDusGXOJ,Neutral
"I'm at El Rinconcito in Ecatepec de Morelos, México https://t.co/C2CprYwQgm",Neutral
"Daniel dame un taco con sal atte Mariana usssh y Nashee ???????? (@ El Rinconcito in Ecatepec de Morelos, México) https://t.co/2DRtKbStX8",Neutral
"I'm at El Rinconcito in Ecatepec de Morelos, México https://t.co/MRoSLRceYu",Neutral
"Antojo de un ""Que me notas"" a la 1:54 am ?? (@ El Rinconcito in Ecatepec de Morelos, México) https://t.co/hTibyhCN5j",Neutral
"I'm at El Rinconcito in Ecatepec de Morelos, México https://t.co/zPrcTQ7t4e",Neutral
"? (@ El Rinconcito in Ecatepec de Morelos, México) https://t.co/7thM28TMp2",Neutral
"Tomenla, esos tres goles son para esos bastardos que no querían que pasarán... #Mexico #SiSePuede /u\",Negative
"Me siento acosada, amigos ??????",Positive
Por que no tenemos ganas de desvergue puta madre y hoy es viernes y si quiero una cagüama con mi… http://t.co/G391iAavdZ,Negative
AT THAT TIME THE WISPER OF BIRDS LONELY BEFORE THE SUN CRIED FELL FROM THE SKY  LIKE WATERDROPS WHERE I’M NOW? I DON’T KNOW,Neutral
#WorldCup2014 Final score Mexico defeat to Cameroon 1-0 http://t.co/m2o5Xe7MlX,Negative
"Recap: Brazil struggles, but wins  intense #WorldCup opener vs Croatia http://t.co/LyuxoaUidd",Neutral
@nelsonaraujov bueno eso sí,Positive
Ya entró dos santos?,Positive
Ya son las 4 y yo sigo esperando que me mandes los buenos días.,Positive
#MásNacoQueLaVoz el comercial del jorge campos,Positive
@Alfonsobrv ves xq te cambie!!!,Negative
@LaMamiChU no es novedad!! Se le veía a kms,Negative
"@Abath_Comans @moevazquez pues si, tienes razón dentro de lo que hay en el congreso.",Neutral
Típico les explicas como presentar el bisturí no saben hacerlo y te cortan... @ Cruz Roja Lázaro Cárdenas http://t.co/y8lZZffd0h,Neutral
Martin Kaymer won the #USOpen by an amazing 8 shots. http://t.co/6b55BTHPmb,Neutral
"#NoteDeseoElMal pero ya es hora de que pagues todas, perra ??",Negative
@vanehupp a ver si hoy gana si gana Cerritos,Neutral
Regálenle a los ecuatorianos un balón a cada uno.,Positive
Este es un tuit sin contenido,Negative
@PedroFerriz Pues que Chong es un iluso....mas bien un hipócrita.,Negative
http://t.co/kW8xv9LYcM take a look at me now,Positive
NBA Report; 10-time All Star  Paul Pierce signs  with Wizards. http://t.co/AcLwl5F9M5,Positive
Apple te odio y te amo,Negative
"Maldita sea, Lesionado @Ibra_official",Negative
@sebasti40193816 entre errores de Tigres y lo riguroso del árbitro se definió el campeonato.,Neutral
http://t.co/WF8a6kAnRD,Positive
El verdadero amor primero tiene que pasar por muchos obstáculos para pder lograrse,Negative
Pinche Atlas otra vez perdiste. No importa siempre te amaré!!!,Negative
And I can ask you sth that never nobody can answer me ??????,Positive
Presa Madin #netaqueandodemirameynometoques #mejormevinearespirar @ Presa Madin http://t.co/EgBHMX6wOd,Positive
Kayak (@ Presa Madin) http://t.co/NIa3CZEXN4,Positive
Acabo de publicar una foto @ Presa Madin http://t.co/loxY2icogO,Neutral
Qué tiene de buen fin si me dejas en visto.,Positive
"I'm at La loma in Tlalnepantla, Edo. Mex https://t.co/aLT96DGOmy",Neutral
Sigue a los @MejoresP,Negative
El vacío espiritual.. Dicen,Neutral
@ReneMontt @MikeLasquetty yo lo más que he visto es que trae 1,Neutral
"@Miguelangel2357  bueno eso, a veces me gustaría tener un fogón para decirle, quita tu chingadera al chofer.",Negative
Verga! ??,Positive
No nos decepcionen... http://t.co/SYylE9GA48,Positive
Weyes frustrados #everywhere ??,Negative
"Cada que la tiene #Messi 5 a cuidarlo, increíble lo que provoca caminando!",Neutral
Do you remember?,Neutral
"Ni quejarse es bueno, pinches gallitos felices ??????",Negative
"Amonos pues!!!! .... Q chingaos, a empezar de nuevo y que?????",Negative
NBA GAME TIME Schedules tonight http://t.co/9xWU3SHuhD,Positive
@kixXfromhell mucho.. Pero ya que se le hace..,Positive
@Miguelangel2357 igualmente tocayo!!,Positive
@JSOTOM demonios fue hoy? Quería verlos! ??,Neutral
"@MetropoliCarniv Señores, nuevo sencillo #SUPERNOVA saludos!
http://t.co/gZUH3SbrHD",Neutral
@Sandycornio y que está bien shequeteto(?),Positive
Más noches como las de ayer ??,Positive
Empezando la semana con mejor animo y muy positivo!!! ? feliz lunes!!! ??,Neutral
Si quieren divertirse como charros los invitamos este fin de semana al lienzo charro de constituyentes #SeArmoLaGorda http://t.co/p02yVMXVz5,Neutral
@Albert_Lizard Uhhh pal pinche genio que tiene jaja #hermanitas #teodio,Negative
Flyers @ Rangers in Live on Wednesday Night Rivalry on NBCSN  8:00 pm ET http://t.co/xGDBfVsnUM,Neutral
@LeonelPL lo que le sigue!!! Y su actitud dd Lucerito al cantar!!!,Positive
@dvntownsend and you had made pretty amazing records,Neutral
Estabilidad,Negative
"“@lovercyn: Martes de cinito ?? lzrnasty http://t.co/0JtGsUQo19”// buena móvie, llore y llore todos jajaja",Positive
Teresa Salgueiro vs. Lila Downs,Neutral
Ya entendí todo. http://t.co/bJKdri1K6K,Negative
De haber sabido que no me ibas a contestar mejor ni nazco. http://t.co/nleqkPHvSd,Neutral
Mis metas de vida. http://t.co/hyauCUPPv6,Positive
Hoy no tengo ni ganas de trollear a los pseudoartistas de #LaVozMexico,Positive
@Gabbylicious7 @NoticiasMVS jajajajajaja,Positive
@Skream_Machine tss,Negative
"@Prixealo #yoprixeleo vendo iPhone 5c Movistar 16 Gygas, $6500 http://t.co/nEmvjDJJuV",Neutral
Todo lo que hago en un día! Sin contar las necesidades básicas y hacer ejercicio cierto? http://t.co/2urZYHqx4K,Neutral
"Hechos trizas mis pequeños piececillos, pero con un peso menos y ahora si a enfocarnos y darle con todo a lo que viene! ??????",Negative
"@leodelozanne Hey sr. Espero puedas escuchar este tema, has sido gran influencia, espero te guste, saludos! http://t.co/r2x9bW8zJq",Neutral
"@iri476 saludos, bonito día",Positive
Prueba WhatsApp Messenger para tu smartphone. Visita https://t.co/J1YgYHWMZb para descargarlo.,Neutral
"Fuiste el mejor amigo, hermano, hijo y perro :c te extrañaré, Punky.",Negative
@WaltherHetfield rolota,Positive
@DROP_http://t.co/gZUH3SbrHD,Positive
@ToniFrancois Nuevo Single by @Nastygirlsmx #SUPERNOVA http://t.co/gZUH3SbrHD,Positive
Esperando que vengan por dulces.... Ahora si hay surtido en casa.,Neutral
NCAA News: Multiple reports say Michigan has fired football coach Brady Hoke.,Positive
Laura y Yuri le dicen que tienen sus chcihis y Ricky le dice que tiene mucho trabajo pero en su recámara jajajjaa,Negative
Me molesta que se use la defensa de género para la tellez.,Negative
Esa palma esa pinche palma.,Negative
. @GustavoMadero En vez de andar celebrando la privatización de México explica los bacanales de los diputados panistas.,Neutral
"@DOPEsla Hey, saludos y escuchen nuestro nuevo sencillo #SUPERNOVA de @Nastygirlsmx aquí la liga http://t.co/r2x9bW8zJq",Positive
“@labestiafutbol: Otroooo show más de Neuer el día de hoy! Videos: http://t.co/g2UB4u77eV http://t.co/6olsCp4jOI” // Manuel Neuer mi amor.,Neutral
@argandar sin bandera... Y esas cosas,Positive
Feliz,Positive
@dany_vald si eh no manches Hajaja,Negative
"Veeeete por unas chelas ronca, decían, si podrás hablar al día siguiente, decían ????????",Negative
Destruido y mi tobillo también... ??,Positive
"You are... 
The Ron to my Harry.
The Chewy to my Han.
The Sam to my Frodo.
The Buzz to my Sully.
HAPPY… http://t.co/XBejmIosl1",Positive
(Friendship is a gladiator in two suits.) Feliz cumpeaños atrasado @julietaml! Te quiero tanto como un… http://t.co/3VxcCqqPTb,Positive
NBA GAME TIME Tonight on TNT Clippers-Heat 8/ET http://t.co/7ZxJbNH1WX,Neutral
@pankesinaloense jaJajaja te pasas panke!!! Buen día un abrazo hasta Onde andes,Neutral
Que pedo con ese naco?? Y dedicarle 5 min al aire?? Han de haber pagado los narcos para que saliera al aire... #LaVozMexico,Negative
Zappa me arrulla,Positive
"@dany_perez22 no se me ponga nerviosita, que bonita se ve en tele, saludos desde el D.F.",Negative
Vámonos pues!!!!,Neutral
En la colonia la pastora suena la orquesta del @injuvecdmx en el festival de dia del niño @MaferINJUVEDF @memito http://t.co/kuxw3787vR,Neutral
"Por más que quiero que me guste alguien, nomás ño! Mañana iré a inscribirme al convento ??",Neutral
JAJAJAJA ????????,Positive
I did my good action for today ????,Neutral
"“@jmaspire: La gente más feliz, no les importa lo que piensen de ellos.”??????",Negative
@mar_garate hermosha,Positive
And bien semi precious weapons.,Positive
@nashiielypps no me tratadas super mal excepto la vez que me echaste jugo encima esa vez si te pasaste,Positive
Todo mejora con el tiempo,Neutral
"Mucha fiesta, mucho desvergue, mucho puente y el miércoles la van a sentir, culeros xD",Negative
Dedicar la misma canción a diferentes personas es una de las peores infidelidades. #aprendan #seanoriginales #porelamordedios #queoso,Negative
"Asi como corre el agua después de llover, asi corren mis lágrimas cuando no te puedo ver",Negative
@carolina_rocha_ pero el tiro les saldrá por la culata.,Negative
"El partido más difícil para Argentina, venga #Messi",Positive
"Yummmm (@ Habanero House in Tlalnepantla, Mexico w/ 2 others) https://t.co/sMpwOlmYuh",Neutral
"Ñam!!!! (@ Habanero House in Tlalnepantla, Mexico) https://t.co/bZuT2ekPWU",Neutral
"Los chidos. (@ Habanero House in Tlalnepantla, Mexico) https://t.co/6yK5N2Rx4I",Neutral
"Que hambre tenemos amor!!! (@ Habanero House in Tlalnepantla, Mexico) https://t.co/l75pKRkpi2",Neutral
"A comer con la familia ???????? (@ Habanero House in Tlalnepantla, Mexico) https://t.co/V0xff1X5sF",Neutral
"Dios, gracias por permitirme comer esto tan rico ?????? (@ Habanero House in Tlalnepantla, Mexico) https://t.co/CzyDNQFp9X",Neutral
"Una rica sopa de Lima y peregrinas son la neta! (@ Habanero House in Tlalnepantla, Mexico) https://t.co/dl2WSBaPnR",Negative
NFL MONDAY NIGHT SPECIAL: Jets fall to Bills 14-3 Halftime http://t.co/B4beCEDzqp,Positive
Necesitamos consueeeelo T.T http://t.co/Zj5t3oXYRo,Positive
'cause I want more days like today... C: http://t.co/75mJRvNQvp,Neutral
"A besos entiendo.. A veces no. O bueno, la verdad es que casi nunca entiendo ??",Negative
http://t.co/rDftGpp3AB,Positive
"I'm at Habanero House (Tlalnepantla, Mexico) http://t.co/AkstyT7bWo",Neutral
Panuchos y vaporcitos!! :D (@ Habanero House) http://t.co/bN9LOXPIFd,Neutral
A ver que tal. Al reencuentro. Jajaj (@ Habanero House) http://t.co/WHry5gf3l9,Neutral
"I'm at Habanero House (Tlalnepantla, Mexico) w/ 3 others http://t.co/yfdqHsYhwd",Neutral
"I'm at Habanero House (Tlalnepantla, Mexico) http://t.co/xvZLAmxSy5",Neutral
Cochinita ?? (@ Habanero House) http://t.co/cbqMxoJ1UB,Neutral
I'm at Habanero House w/ @soy_gabiialonso http://t.co/jezL4AqhP4,Neutral
Haber q tal... (@ Habanero House) https://t.co/gbEt5C7u7R,Neutral
?? (@ Habanero House) http://t.co/YrycHfH02B,Neutral
Comiendo con mi hermanito @luis_kore (@ Habanero House) https://t.co/ggK1HpkDYw,Neutral
"I'm at Habanero House in Tlalnepantla, Mexico https://t.co/NAo8G3NmSM",Neutral
"Delicia!! (@ Habanero House in Tlalnepantla, Mexico) https://t.co/V66zCsGNEp",Neutral
"@jasiaflores @ONPMexico ouch tu rodilla, cómo va??",Neutral
"Gracias por este día tan Imperfectamente Perfecto &lt;3 

@Sarahi_Grr",Positive
Pinche Grano.????,Negative
Vete a tu casa por favor...,Negative
"No te vayas encabronada, solo llégale  dicen los de motley.",Negative
Llueve aca,Neutral
@SongOfHorror eso es peor que te mienten la madre.,Negative
Usted debería ponerle mas valor a las cosas que realmente importan y no a lo material ??,Negative
@SimiosLab,Positive
@YaldobathPurple que miedo !! Eso es tu taza de café ?,Negative
"Si por causas del destino, nos volvemos a encontrar, solo quiero que recuerdes que te quiero de verdad",Negative
"@TavoPrimo seguro mi estimado, un abrazo!",Positive
Ya concreten algo x favoooor #GanaroGanar  #MEXICOvsCROACIA,Neutral
@metadann la autoestimulación no ayudaría?,Negative
Estar con mis abuelos como lo mejor del mundo.????????????????????,Negative
@Sandrrruki perdón ladyGodinez ?? me emociono muy fácil en días así.,Negative
@AXIOKRIA Ahh entonces si es una cabrona...,Negative
I just voted to send Corey Kluber to the 2014 #ASG! Help him win the Final Vote!  http://t.co/wQxldN368g #VoteKluber,Neutral
"@iGalind0 @alaide los chairos no deben disfrutar de los beneficios del capitalismo como la comida, jajajajajaj.. Ok ya.",Neutral
@vikh666 si,Positive
Joy nos hizo mejores personas. Más sensibles más empáticos.,Neutral
